0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,142,143,144,145,146,147,148,149,150,151,152
154,155,157,159,160,163,165,166,167,168,170,171,174,175,176,177,183,185,186,189,190,191,193,194,195,196,199,202,203,204,206,207,209,211,212,216,217,219,220,229,230,232,233,234,235,236,237,241,243,248,249,250,251,253,257,258,259,265,266,267,270,273,274,278,279,280,281,282,288,293,294,300,301,302,303,305,308,313,314,315,316,318,319,320,330,331,332,333,338,339,340,342,346,347,348,349,350,351,354,355
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666,667,668,669,670,671,672,673,674,675,676,677,678,679,680,681,682,683,684,685,686,687,688,689,690,691,692,693,694,695,696,697,698,699,700,701,702,703,704,705,706,707,708,709
710,711,712,713,714,715,717,718,719,720,721,722,723,725,726,727,728,729,730,731,732,734,735,736,737,738,739,740,741,742,743,744,745,746,747,748,750,751,752,754,755,756,757,758,759,760,761,763,765,766,767,768,769,770,50,771,772,773,775,776,778,779,780,781,782,783,784,785,786,787,788,789,791,792,793,794,795,796,797,798,799,800,801,802,803,804,805,124,807,808,809,810,811,812,813,814,815,111,816,817
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875,876,877,878,879,880,881,882,883,884,885,886,887,888,889,890,891,893,894,895,896,897,898,899,900,902,903
1416,1417,1418,1419,129,1420,1421,1422,1423,1424,1425,1426,1427,683,1428,1429,1430,1431,1432,1433,1434,1435,1436,1437,1438,1439,1440,1441,1442,1443,1444,1445,1446,1447,1448,1449,1450,1451,1452,1453,1454,1455,1456,1457,1458,1459,1460,1461,1462,1463,1464,1465,1466,1467,1468,1469,1470,1471,1472,1473,1474,1475,1476,1477,1478,1479,1480,1481,1482,1483,1484,1485,1486,1487,1488,1489,1490,1491,15,1492,1493,1494,1495,1496,1497,1498,1499,1500,1501,13,1502,1503,1504,1505,1506,1507,1508,1509,1510,1511
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1467,1544,1545,1546,1547,1548,1549,1550,1551,1552,1553,1554,1556,1557,1558,1559,1560,1561,1562,1563,1564,1565,1566,1567,1568,1569,1570,1571,1572,1573,1574,1575,1576,1577,1578,1579,1580
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1748,1749,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1660,5,1717,1762,1763,1764,1765,1766,1767,1768,1769,1770,1647,1771,1772,1773,1774,953,1775,1776,1777,1778
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1904,1905,646,1906,1907,1908,1909,1910,1911,1912,1539,1913,1798,1914,1915,1916,1917,1918,1919,1920,688
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1946,1947,1948,1949,1950,1951,1952,1953,1954,1698,1955,1956,85,1957,1958,1959,1960,1961,1962,1963,1177,1964,1965,1966,1967,1968
1969,1970,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,2,1994,1995,1996,1997,1998,1999,2000,2001,1592,2002,2003,2004,2005,2006,710,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,1147,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,1349,2031,2032,2033,2034,2035,2036,2037,1722,2038,2039,2040,2041,2042,2043,2044,2045,2046,1077,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,97,2059,2060,2061,1052
1717,2108,2109,2110,2111,2112,2113,2114,1750,1767,2115,474,2116,2117,2118,2119,2120,1646,1730,2121,2122,1648,2123,2124,1892,2125,2126,1748,2127,2128,2129,2130,2131,1592,2132,2133,2134,2135,2136,2137,1755,2138,1802,2139,1772,2140,2142,2143,2144,2145,2146,2147,2148,1904,2149,2150,2151,2152,2153,2154,2155,2156,2157,2158,2159,646,2160,2161,2162,2163,1660,1886,2164,2165,2166,2167,2168,2169,2170,1894,600,2171,1890,1739,2172,2173,1671,2174,2175,2176,2177,2178,2179,2180,2181,2182,1747,2183,838,2184
